Record #,Record Type,Title,Type of Improvement,Date Issued,Type of Property,Full Address,Estimated Project Value,Contractor Used,Project Description
PLMB-25-43,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/27/2025 15:29,Residential,"820 GLENWOOD ST SW, NORTH CANTON, OH 44720",759,New Phoenix Enterprises dba APPC Plumbing Services,replace rheem 40 gal elec hwt $759
PLMB-25-42,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/27/2025 18:36,Residential,"257 ROSE LANE ST SW, NORTH CANTON, OH 44720",1495,BAUM PLUMBING LLC,Replace 40 Gallon Gas Short Water Heater
WNDW-25-11,Window Permit,Residential Window Permit,Replacement (Exact),3/6/2025 19:40,Residential,"308 CHAPPLE HILL DR NE, NORTH CANTON, OH 44720",15500,,"Remove and replace 14 windows, no structural change."
HVAC-25-60,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/26/2025 19:39,Residential,"546 N MAIN ST, NORTH CANTON, OH 44720",11194,SITTLER ENTERPRISES,
HVAC-25-59,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/26/2025 19:40,Residential,"2036 PENHURST CIR NE, NORTH CANTON, OH 44720",13646,SITTLER ENTERPRISES,
HVAC-25-58,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/26/2025 19:41,Residential,"390 SUNNYFIELD DR NE, NORTH CANTON, OH 44720",8398.66,SITTLER ENTERPRISES,
ROOF-25-6,Roof Permit,Residential Roof Permit,New/ Re-Roof,2/26/2025 16:44,Residential,"1327 LORRELL AVE SW, NORTH CANTON, OH 44720",14000,Pine Ridge Roofing LLC,Tearoff old shingles and install icegaurd Synthetic Felt dripedge and new shingles
PLMB-25-41,Plumbing Permit,Residential Plumbing Permit,Water Heater,3/3/2025 20:17,Residential,"1560 PILGRIMS KNOB SE, CANTON, OH 44709",6830,Miracle Plumbing & Heating Co. Inc.,Installing (2) Water heaters 50gl PV
PLMB-25-40,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/26/2025 16:19,Residential,"360 EASTWIND CIR NW, NORTH CANTON, OH 44720",4000,"JEM Plumbing, INC",Tankless water heater installation
PLMB-25-39,Plumbing Permit,Residential Plumbing Permit,Water Heater,3/3/2025 20:18,Residential,"1542 ELBERTA AVE SW, CANTON, OH 44709",3000,Miracle Plumbing & Heating Co. Inc.,50gl PVent Water Heater install
CBLD-25-9,Commercial Building Permit,Commercial Building Permit,Signage,3/21/2025 13:13,Commercial/Industrial,"1619 N MAIN ST, NORTH CANTON, OH 44720",2000,Akers Signs,They are giving up the lease on the building next door so we will be replacing all signs with the 1 sign. The dimensions of the facade are 254 inches by 172 inches.
HVAC-25-57,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/26/2025 14:28,Residential,"434 SUTTON AVE NE, NORTH CANTON, OH 44720",10500,Elsass Heating and Cooling Inc,
LTRL-25-14,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,2/26/2025 15:13,Residential,"914 7TH ST NE, NORTH CANTON, OH 44720",4500,Heartland Home Services dba Blind and Sons LLC,Replace Main: Excavate and replace portion of main going from stake in front yard to curb at street. Line travels 45-50 feet before entering the street. 
HVAC-25-56,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/25/2025 15:38,Residential,"1014 CLEARMOUNT AVE SE, NORTH CANTON, OH 44720",8000,Warstler Heating and Cooling,
DEMO-25-4,Demolition Permit,Demolition Permit,Minor (interior or structure smaller than 200 sq. ft.),4/30/2025 0:56,Residential,"339 PORTAGE ST NW, NORTH CANTON, OH 44720",5200,"Wreck it Rich, LLC",
ELCT-25-21,Electrical Permit,Commercial Electrical Permit,Signage,2/25/2025 13:17,Commercial/Industrial,"6412 WISE AVE NW, NORTH CANTON, OH 44720",1500,B-Lee Electric Co,FITCO Wire building sign
LTRL-25-12,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Sewer Lateral,2/23/2025 15:49,Residential,"1126 Overridge Ave SE, North Canton, OH 44720",280000,Werab Enterprises,new house
LTRL-25-11,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Sewer Lateral,2/23/2025 15:50,Residential,"1118 Overridge Ave SE, North Canton, OH 44720",280000,Werab Enterprises,New house
LTRL-25-10,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Water Lateral,2/23/2025 15:48,Residential,"1126 Overridge Ave SE, North Canton, OH 44720",280000,Werab Enterprises,New construction house
HVAC-25-53,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/21/2025 16:13,Residential,"1301 FARRELL ST SE, NORTH CANTON, OH 44720",6366,A to Zoff Co Inc,
HVAC-25-52,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/21/2025 15:37,Residential,"1225 JANET AVE NW, NORTH CANTON, OH 44720",14375,Shanklin Heating and Air Conditioning LLC,
LTRL-25-9,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Water Lateral,2/27/2025 17:26,Residential,"1118 Overridge Ave SE, North Canton, OH 44720",280000,Werab Enterprises,new single family house
PLMB-25-38,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/21/2025 19:42,Residential,"1783 BEECHWOOD AVE NE, Unit 05, NORTH CANTON, OH 44720",2498.72,"JEM Plumbing, INC",Hot water tank replacement
RBLD-25-17,Residential Building Permit,Residential Building Permit,Alteration/Remodel,2/25/2025 13:18,Residential,"1050 PICKFORDE DR NE, NORTH CANTON, OH 44720",45000,Bolon's Custom Kitchens,Master bath renovation. See attached description
ELCT-25-20,Electrical Permit,Residential Electrical Permit,New Service/Change,3/4/2025 16:31,Residential,"1008 BEL AIR DR NW, NORTH CANTON, OH 44720",6383,Heartland Home Service dba Blind and Sons LLC," 200A service upgrade with necessary code updates and exterior disconnect as required by 2023 National Electrical Code. In addition, this option includes Whole Home Surge Protection. Has an outlet no longer working- and and couple loose outlets "
LTRL-25-8,Water or Sewer Lateral Permit,Residential Plumbing Permit,New Water Lateral,2/24/2025 14:50,Residential,"805 PINEVIEW AVE SE, NORTH CANTON, OH 44720",4485,Anderson Plumbing,"Run a new 1"" type K copper water line to the house."
WNDW-25-9,Window Permit,Residential Window Permit,Replacement (Exact),2/27/2025 20:35,Residential,"1501 SALWAY AVE SW, Unit 1501, NORTH CANTON, OH 44709",9830,,"Remove and replace 14 windows, no structural change.1501 Salway Ave SW - 3 windows1503 Salway Ave SW - 3 windows1505 Salway Ave SW - 3 windows1507 Salway Ave SW - 5 windowsThe New estimated Project cost is $10630"
RBLD-25-15,Residential Building Permit,Residential Building Permit,Other,2/25/2025 13:12,Residential,"309 HARMON ST SW, NORTH CANTON, OH 44720",22656.2,"Ambia Energy, LLC",5.84 kW residential solar system to be installed on roof
HVAC-25-51,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,3/14/2025 16:11,Residential,"1463 WILBUR DR NE, NORTH CANTON, OH 44720",11430,"The K Company, Inc.",
PLMB-25-36,Plumbing Permit,Residential Plumbing Permit,Alteration/Remodel,2/19/2025 17:23,Residential,"1112 Overridge St SE, North Canton, Oh 44720",4000,"D & A Plumbing & Heating, Inc,",Plumbing for basement bath
ELCT-25-18,Electrical Permit,Residential Electrical Permit,New Construction/Addition,2/19/2025 15:21,Residential,"1112 Overridge St SE, North Canton, Oh 44720",4345,"O.D. Miller Electric Co., Inc.",Wire for lower level per building permit.  Plans submitted by general contractor when applied for building permit.
ELCT-25-49,Electrical Permit,Commercial Electrical Permit,Alteration/Remodel,4/30/2025 15:43,Commercial/Industrial,"350 ORCHARD AVE NE, NORTH CANTON, OH 44720",3975,"Gragg Electrical Services, LLC",Install new E-mon meter on MDP. Install new 20-amp breaker in 480V 3 Phase panel for E-mon power. Run new circuit from panel to E-mon meter
PLMB-25-35,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/19/2025 14:25,Residential,"1109 PEAR ST NE, NORTH CANTON, OH 44720",200,"That Handyman, LLC dba That Plumber",Install owner provided water heater 
LTRL-25-7,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,2/20/2025 12:00,Residential,"727 LORENA ST SW, NORTH CANTON, OH 44720",3132.11,"Drain Ops, LLC  dba Dig Ops","Excavate front yard by flower bed to replace offset and root infested line with new SDR 35 gasketed pipe. Two clean outs will be installed in case the line needs to be in the future. Yard will be returned to rough grade the best we can be due to the frozen ground. Clean outs will be at ground level and covered with flat caps, so they do not cause trip hazards in the yard. "
ELCT-25-17,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",2/20/2025 20:40,Residential,"1035 KNOLL ST SE, NORTH CANTON, OH 44709",11000,Canal Fulton Enterprise,"House Fire, repair damage, need to inspect for service to reconnected due to power company pulling meter, REPAIR WIRING WITH SWITCHES AND RECEPTACELS THROUGH OUT THE HOME DUE TO FIRE DAMAGE"
LTRL-25-6,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,2/19/2025 20:13,Residential,"1294 WILKSHIRE CIR SW, NORTH CANTON, OH 44720",9000,Canton Stark County Sewer Cleaning Inc dba Roto Rooter,Sanitary sewer repair in front yard 
HVAC-25-49,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/26/2025 13:05,Residential,"220 LINDY LANE AVE SW, NORTH CANTON, OH 44720",7200,"Crown Heating & Cooling, Inc",
RBLD-25-14,Residential Building Permit,Residential Building Permit,New Accessory Structure,3/19/2025 12:05,Residential,"1343 COLLEGE ST SE, NORTH CANTON, OH 44720",75000,Kidron construction ,Rebuild deck 
ELCT-25-16,Electrical Permit,Residential Electrical Permit,New Service/Change,2/24/2025 13:39,Residential,"1128 BEL AIR DR NW, NORTH CANTON, OH 44720",5687,Shanklin Heating and Air Conditioning LLC,200 Amp 40 Breaker Panel Upgrade with Mast 
RBLD-25-13,Residential Building Permit,Residential Building Permit,New Construction/Home,2/28/2025 19:16,Residential,"1126 Overridge Ave SE, North Canton, OH 44720",290000,"Classic Custom Homes & Remodeling, LLC",new single family home
RBLD-25-12,Residential Building Permit,Residential Building Permit,New Construction/Home,2/26/2025 17:40,Residential,"1118 Overridge Ave SE, North Canton, OH 44720",280000,"Classic Custom Homes & Remodeling, LLC",new single family home
HVAC-25-48,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/13/2025 16:50,Residential,"316 WISE AVE NE, NORTH CANTON, OH 44720",5844.84,SITTLER ENTERPRISES,
HVAC-25-47,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/13/2025 16:47,Residential,"1314 CLEARMOUNT AVE SE, NORTH CANTON, OH 44720",6298.69,SITTLER ENTERPRISES,
HVAC-25-46,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/13/2025 16:48,Residential,"916 PORTAGE ST NW, NORTH CANTON, OH 44720",15279,SITTLER ENTERPRISES,
HVAC-25-45,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/13/2025 16:46,Residential,"520 EASTBURY AVE NE, NORTH CANTON, OH 44720",7174.71,SITTLER ENTERPRISES,
HVAC-25-44,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/13/2025 16:43,Residential,"1632 BENNINGTON CIR SW, NORTH CANTON, OH 44709",14705,SITTLER ENTERPRISES,
ELCT-25-15,Electrical Permit,Residential Electrical Permit,Other,2/13/2025 15:28,Residential,"119 ROYER AVE NW, NORTH CANTON, OH 44720",250,Spencer Electrical Services,Run wire from panel to air conditioner disconnect
WNDW-25-8,Window Permit,Residential Window Permit,Replacement (Exact),2/18/2025 17:37,Residential,"346 BARRISTER AVE SE, NORTH CANTON, OH 44720",42960,,Remove front entry door and storm door. Install new entry door and storm door. Remove patio door install new patio door. Remove 20 windows. Install 20 windows. Whole house. Like to like installation
HVAC-25-43,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/12/2025 14:56,Residential,"119 ROYER AVE NW, NORTH CANTON, OH 44720",5908,Miracle Plumbing & Heating Co. Inc,
LTRL-25-4,Water or Sewer Lateral Permit,Commercial Plumbing Permit,New Water Lateral,2/13/2025 15:25,Commercial/Industrial,"1212 N MAIN ST, NORTH CANTON, OH 44720",1000000,"Zernechel  Plumbing Co.,Inc.                                       ",New water and sewer line
PLMB-25-31,Plumbing Permit,Residential Plumbing Permit,Other,2/25/2025 12:13,Residential,"811 WERSTLER AVE NW, NORTH CANTON, OH 44720",23000,"TRADES RTR, LLC",Break up from stack to follow to front wall and remove cast iron. We will replace with code approved material and bed pipe with stone
CBLD-25-8,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,6/9/2025 17:03,Commercial/Industrial,"1664 N MAIN ST, Unit 15/16/17, NORTH CANTON, OH 44720",1500,Temperature Technologies,Interior alterations for new security gate
PLMB-25-30,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/11/2025 19:26,Residential,"118 ROYER AVE NW, NORTH CANTON, OH 44720",1495,BAUM PLUMBING LLC,40 Gallon Gas Water Heater Replacement
WTAP-25-8,New Water Service / Tap-In,Water Connection Permit (Residential),Single-Family Residential,4/15/2025 20:28,,"8490 Burkey Rd NW, North Canton, OH 44720",,,
RBLD-25-11,Residential Building Permit,Residential Building Permit,Repair,2/25/2025 13:13,Residential,"1035 KNOLL ST SE, NORTH CANTON, OH 44709",150000,Unified Restoration Systems ,"House fire, We are gutting the inside with new electric some plumbing and windows. New kitchen and bathroom"
LTRL-25-5,Water or Sewer Lateral Permit,Residential Plumbing Permit,Water Lateral Repair/Replace,2/13/2025 13:50,Residential,"503 6TH ST NW, NORTH CANTON, OH 44720",2500,Paradigm Services LLC,water lateral replacement
CBLD-25-7,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,3/7/2025 19:46,Commercial/Industrial,"265 E MAPLE ST, NORTH CANTON, OH 44720",50000,Scheetz Building Corp,Interior alteration
POOL-25-1,Swimming Pool Permit,Swimming Pool Permit,In-Ground,3/14/2025 19:15,Residential,"151 WOODSIDE AVE SE, NORTH CANTON, OH 44720",54000,Precision excavating and trucking ,excavation of inground swimming pool and install
HVAC-25-42,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,New Construction/Addition,2/10/2025 15:57,Residential,"1336 SHILOH RUN SE, CANTON, OH 44709",50000,"Lakes Heating and Air Conditioning, Inc",
HVAC-25-41,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/10/2025 15:04,Residential,"721 W MAPLE ST, NORTH CANTON, OH 44720",9508,Shanklin Heating and Air Conditioning LLC,
HVAC-25-40,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/10/2025 16:59,Residential,"1320 CLEARMOUNT AVE SE, NORTH CANTON, OH 44720",10200,SITTLER ENTERPRISES,
HVAC-25-39,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/10/2025 16:57,Residential,"502 PIERCE AVE NW, NORTH CANTON, OH 44720",5554,SITTLER ENTERPRISES,
PLMB-25-29,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/10/2025 14:54,Residential,"340 HILLCREST AVE NW, NORTH CANTON, OH 44720",1400,"That Handyman, LLC dba That Plumber",Replace water heater
ELCT-25-14,Electrical Permit,Residential Electrical Permit,New Construction/Addition,2/10/2025 17:17,Residential,"1435 MILTON ST NW, NORTH CANTON, OH 44720",15000,Lightsmith and Co,new home
HVAC-25-38,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/10/2025 17:01,Residential,"1680 MEADOWLANE DR SE, NORTH CANTON, OH 44709",5394,SITTLER ENTERPRISES,
HVAC-25-37,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/13/2025 16:50,Residential,"14 AUBURN AVE SE, NORTH CANTON, OH 44709",14000,"Crown Heating & Cooling, Inc",
HVAC-25-36,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/7/2025 20:39,Residential,"201 CIRCLE DR N, NORTH CANTON, OH 44709",5667,GMC Heating & Cooling Inc.,
ROOF-25-4,Roof Permit,Residential Roof Permit,New/ Re-Roof,2/6/2025 21:03,Residential,"127 CLEARMOUNT AVE SE, NORTH CANTON, OH 44720",6000,The Third Estimate,Tearing off existing roof and replacing with owens corning asphalt shingles on a 1 story house. Color is estate Gray
RBLD-25-10,Residential Building Permit,Residential Building Permit,Repair,2/11/2025 13:27,Residential,"1808 SWANHURST CIR NE, NORTH CANTON, OH 44720",20000,Paul Davis Restoration,demo of chimney after combustion
PLMB-25-28,Plumbing Permit,Commercial Plumbing Permit,Water Heater,2/7/2025 13:05,Commercial/Industrial,"1783 BEECHWOOD AVE NE, Unit 11, NORTH CANTON, OH 44720",2281.6,"JEM Plumbing, INC",Hot water tank replacement
PLMB-25-47,Plumbing Permit,Commercial Plumbing Permit,Other,3/5/2025 14:34,Commercial/Industrial,"171 APPLEGROVE ST NE, NORTH CANTON, OH 44720",3000,"JEM Plumbing, INC",Install 2 curb stops on existing water line to allow shut off points
PLMB-25-27,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/6/2025 16:15,Residential,"1516 DEMOCRACY DR NW, NORTH CANTON, OH 44720",1000,Doug Mullaly plumbing,"Installed new 40 gallon gas water heater. Installed new 1"" pro press ball valve before the meter and 3/4 valve after the meter."
PLMB-25-26,Plumbing Permit,Residential Plumbing Permit,Water Heater,2/6/2025 15:02,Residential,"1235 7TH ST NE, NORTH CANTON, OH 44720",3100,Hartville Plumbing,Replacing water heater
PLMB-25-25,Plumbing Permit,Residential Plumbing Permit,New Construction/Addition,2/10/2025 21:26,Residential,"990 Royal Oak Ave NE, North Canton, OH 44720",30000,Riceland Flowcare Inc. ,Complete In Home Plumbing System
HVAC-25-35,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/5/2025 21:31,Residential,"1221 SUNFORD AVE SE, NORTH CANTON, OH 44720",6762,Shanklin Heating and Air Conditioning LLC,
PLMB-25-24,Plumbing Permit,Commercial Plumbing Permit,Alteration/Remodel,3/5/2025 21:02,Commercial/Industrial,"1022 N MAIN ST, NORTH CANTON, OH 44720",30000,"Grabill Plumbing & Heating, Inc",Submitting for underground sanitary plumbing only 
WTAP-25-1,New Water Service / Tap-In,Water Connection Permit (Residential),Single-Family Residential,2/25/2025 11:54,,"805 PINEVIEW AVE SE, NORTH CANTON, OH 44720",,,
WNDW-25-7,Window Permit,Residential Window Permit,Replacement (Exact),2/11/2025 2:38,Residential,"1945 WENDOVER CIR NE, NORTH CANTON, OH 44720",26755,,Remove and install 7 windows-like sizes. No structural changes.
HVAC-25-34,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/5/2025 15:13,Residential,"1585 STAYMAN AVE SW, NORTH CANTON, OH 44709",8067.04,Bonsky Heating & Cooling LLC,
RBLD-25-9,Residential Building Permit,Residential Building Permit,Other,2/11/2025 13:28,Residential,"1117 WILLOWAY AVE SE, NORTH CANTON, OH 44720",7425,Ark Basement Services,"We are installing 62ft. of interior drain system into the customers basement and adding one 1/2hp. PitBoss Submersible Pump. The system will run into a 4 inch pipe, add drain tile, drill cells into the block, vapor barrier, rock, and recement floor. "
DEMO-25-2,Demolition Permit,Demolition Permit,Major (any stucture larger than 200 sq. ft.),2/6/2025 19:33,Commercial/Industrial,"447 N MAIN ST, NORTH CANTON, OH 44720",35000,Ray Bertolini Trucking Co,
HVAC-25-33,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,New Construction/Addition,2/19/2025 15:10,Residential,"990 Royal Oak Ave NE, North Canton, OH 44720",20000,Echols Heating,
LTRL-25-13,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,2/28/2025 17:22,Residential,"1210 VALLEYVIEW DR NW, NORTH CANTON, OH 44720",8900,Canton Stark County Sewer Cleaning Inc dba Roto Rooter,Spot repair in yard up to 8 feet
ELCT-25-13,Electrical Permit,Commercial Electrical Permit,New Construction/Addition,2/7/2025 19:18,Commercial/Industrial,"1212 N MAIN ST, NORTH CANTON, OH 44720",1,"S&M Electrical Contracting, LLC",Ground Up Dairy Queen-Building permit on file with North Canton Building Dept. Drawings on file.
ROOF-25-3,Roof Permit,Residential Roof Permit,New/ Re-Roof,2/4/2025 14:59,Residential,"1026 KNOLL ST SE, CANTON, OH 44709",39217,Royalty Roofs,"complete tear off and reroof of house, detached garage, and gazebo"
CBLD-25-6,Commercial Building Permit,Commercial Building Permit,Signage,3/7/2025 18:44,Commercial/Industrial,"1212 N MAIN ST, NORTH CANTON, OH 44720",14800,"Ellet Neon Sales & Service, Inc.","Installation of Dairy Queen brand signge to include freestanding identication sign, entry/exit signs, drive thru signage and wall signage.  "
ELCT-25-12,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,2/3/2025 15:04,Residential,"1837 CHESWOLD CIR NE, NORTH CANTON, OH 44720",15000,,"Installing receptacles, switches and lights per code. Installing smoke detectors in bedrooms and main area. Using 14 wire for receptacles, switches and lights and 12 wire for bathroom and wet bar. Will be using AFCI breakers for all circuits necessary."
RBLD-25-8,Residential Building Permit,Residential Building Permit,Alteration/Remodel,2/11/2025 13:28,Residential,"720 W MAPLE ST, NORTH CANTON, OH 44720",21800,Ohio State Home Services,Interior and Exterior Drain Tile with pump and Egress window
PLMB-25-22,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/31/2025 14:24,Residential,"134 WALSH AVE SE, NORTH CANTON, OH 44720",1700,By-tor Contracting Inc,Replacement of a hot water heater
PLMB-25-23,Plumbing Permit,Residential Plumbing Permit,Alteration/Remodel,2/3/2025 15:10,Residential,"1837 CHESWOLD CIR NE, NORTH CANTON, OH 44720",10000,,Use existing rough in plumbing in basement for new full bathroom and wet bar sink. Residential Building Permit Reference: RBLD-24-184 
PLMB-25-21,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/30/2025 20:28,Residential,"1783 BEECHWOOD AVE NE, Unit 02, NORTH CANTON, OH 44720",2054.6,"JEM Plumbing, INC",Hot water tank replacement
PLMB-25-20,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/30/2025 15:24,Residential,"829 7TH ST NE, NORTH CANTON, OH 44720",4000,"Grabill Plumbing & Heating, Inc",Install New Water Heater & Softener
WNDW-25-6,Window Permit,Residential Window Permit,Replacement (Exact),2/10/2025 20:08,Residential,"326 WHITTIER AVE NW, NORTH CANTON, OH 44720",3397,,New door
HVAC-25-32,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/31/2025 14:21,Residential,"426 EASTBURY AVE NE, NORTH CANTON, OH 44720",0,SITTLER ENTERPRISES,
HVAC-25-31,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/31/2025 13:52,Residential,"1122 W MAPLE ST, NORTH CANTON, OH 44720",11873,SITTLER ENTERPRISES,
HVAC-25-30,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/31/2025 13:54,Residential,"130 6TH ST NE, NORTH CANTON, OH 44720",15456,SITTLER ENTERPRISES,
HVAC-25-29,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/31/2025 13:55,Residential,"836 S VALLEY BLVD NW, NORTH CANTON, OH 44720",8191,SITTLER ENTERPRISES,
CBLD-25-5,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,3/4/2025 19:01,Commercial/Industrial,"1113 S MAIN ST, NORTH CANTON, OH 44720",48890,Smith Development Corporation,"Interior partitian walls, flooring and electric for tenant build-out for tenant"
PLMB-25-19,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/30/2025 13:53,Residential,"481 FAIR OAKS AVE NW, NORTH CANTON, OH 44720",1495,BAUM PLUMBING LLC,40 GALLON GAS WATER HEATER REPLACEMENT
HVAC-25-28,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/29/2025 17:49,Residential,"119 ROYER AVE NW, NORTH CANTON, OH 44720",7000,Miracle Plumbing & Heating Co. Inc,
RBLD-25-7,Residential Building Permit,Residential Building Permit,Other,2/10/2025 21:17,Residential,"1112 Overridge St SE, North Canton, Oh 44720",20000,"Classic Custom Homes & Remodeling, LLC","Framing basement walls, Running Electric, drywall walls, spray ceiling"
PLMB-25-18,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/29/2025 21:22,Residential,"1303 N MAIN ST, Unit 210, NORTH CANTON, OH 44720",3630,"JEM Plumbing, INC",Replace power vent hot water tank with Navien tankless
ROOF-25-2,Roof Permit,Residential Roof Permit,New/ Re-Roof,1/28/2025 21:07,Residential,"440 WERSTLER AVE NW, NORTH CANTON, OH 44720",19491,Royalty Roofs,complete tear off and reroof of house
ELCT-25-10,Electrical Permit,Commercial Electrical Permit,Signage,2/25/2025 16:15,Commercial/Industrial,"5455 MARKET AVE N, CANTON, OH 44714",1000,"Pauli Electric, Inc.","New sign - We had one of our Electricians stop and look at this. A new 20 amp circuit has been run from existing panel PP3. It is 20 amp 120 volt. (1) #12 THHN copper hot conductor, (1) #12 grounded neutral conductor, and (1) #12 grounding conductor (3 wire MC cable) from the panel to the inside wall of the sign location and ran through a 20 amp single pole switch that serves as the disconnect for the sign."
ROOF-25-1,Roof Permit,Residential Roof Permit,New/ Re-Roof,1/28/2025 16:48,Residential,"1362 ELMWOOD AVE SW, NORTH CANTON, OH 44720",10835,Royalty Roofs,complete tear off and reroof of house 
HVAC-25-27,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/28/2025 14:16,Residential,"1444 SALWAY AVE SW, NORTH CANTON, OH 44720",5600,"Crown Heating & Cooling, Inc",
HVAC-25-26,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/28/2025 13:52,Residential,"1653 CHATHAM AVE NE, NORTH CANTON, OH 44720",8600,"Crown Heating & Cooling, Inc",
HVAC-25-50,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,2/19/2025 15:30,Residential,"2030 WYNSTONE CIR NE, NORTH CANTON, OH 44720",5276.98,Bonsky Heating & Cooling LLC,
CBLD-25-4,Commercial Building Permit,Commercial Building Permit,Signage,3/26/2025 20:30,Commercial/Industrial,"5455 MARKET AVE N, CANTON, OH 44714",6000,Akers Signs,Installation of LED-lit channel letters on a painted raceway.
PLMB-25-17,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/27/2025 14:00,Residential,"719 MAGNOLIA CIR SE, NORTH CANTON, OH 44709",1700,By-tor Contracting Inc,Replacement of a hot water heater
PLMB-25-16,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/27/2025 13:53,Residential,"527 PIERCE AVE NW, NORTH CANTON, OH 44720",1600,By-tor Contracting Inc,Replacement of a hot water heater
PLMB-25-15,Plumbing Permit,Residential Plumbing Permit,Water Heater,1/27/2025 16:31,Residential,"1100 APPLE CT NE, NORTH CANTON, OH 44720",165,"That Handyman, LLC dba That Plumber",We will inspect the existing water heater installed by others for code appropriateness.  
HVAC-25-25,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,1/29/2025 19:07,Residential,"1435 MILTON ST NW, NORTH CANTON, OH 44720",12847,"Pride Heating & Cooling, Inc",
