Record #,Record Type,Title,Type of Improvement,Date Issued,Type of Property,Full Address,Estimated Project Value,Contractor Used,Project Description
ROOF-24-169,Roof Permit,Residential Roof Permit,New/ Re-Roof,10/14/2024 13:24,Residential,"600 4TH ST NE, NORTH CANTON, OH 44720",4655,Royalty Roofs,complete tear off and reroof of detached garage only 
ROOF-24-170,Roof Permit,Residential Roof Permit,New/ Re-Roof,10/14/2024 13:35,Residential,"209 AFTON CIR SW, NORTH CANTON, OH 44709",14000,Choice One Restoration LLC,Tear-off & apply new ashpalt shingles
PLMB-24-117,Plumbing Permit,Residential Plumbing Permit,Natural Gas Line,10/14/2024 14:10,Residential,"500 PORTAGE ST NW, NORTH CANTON, OH 44720",165,"That Handyman, LLC dba That Plumber",Fix gas leak / change valve 
PLMB-24-258,Plumbing Permit,Commercial Plumbing Permit,New Construction/Addition,10/14/2024 16:46,Commercial/Industrial,"1515 N MAIN ST, NORTH CANTON, OH 44720",500000,G-Tech Plumbing,New drive thru only coffee shop (510 SF) with separate cooler.  This project has already been reviewed and recieved a building permit.  Plumbing drawings were included with the building permit submittal.CBLD-24-42 
PLMB-24-261,Plumbing Permit,Residential Plumbing Permit,Water Heater,10/14/2024 16:53,Residential,"835 W MAPLE ST, Unit 827, NORTH CANTON, OH 44720",2250,Buckeye Plumbing,"Replacing 40 Gas Atmospheric Water Heater.  Installing ST-5 Expansion tank, carbon monoxide detector"
ROOF-24-171,Roof Permit,Residential Roof Permit,New/ Re-Roof,10/14/2024 17:46,Residential,"914 7TH ST NE, NORTH CANTON, OH 44720",13000,villedas restoration,Replace all roof2 ice y water linesReplace flat roof add ridge ventnew flashin to chimney
CBLD-24-61,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,10/14/2024 22:18,Commercial/Industrial,"334 ORCHARD AVE NE, NORTH CANTON, OH 44720",15000,Scheetz Building Corp,South Employee Entry Stair Renovation
ROOF-24-172,Roof Permit,Residential Roof Permit,New/ Re-Roof,10/15/2024 15:04,Residential,"829 HARMON ST SW, NORTH CANTON, OH 44720",5000,,Re-Roof
HVAC-24-290,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/15/2024 18:31,Residential,"413 HOWER ST NE, NORTH CANTON, OH 44720",7929,Bonsky Heating and Cooling ,Replace Furnace & A/C
ELCT-24-153,Electrical Permit,Residential Electrical Permit,New Construction/Addition,10/15/2024 20:04,Residential,"307 GASLIGHT CIR SE, NORTH CANTON, OH 44720",48000,,"this is the application for the home owner to go with garage im building for themrun 60 amp circuit from house to new garage structure in 1"" pvc conduit to a sub panel with 3-20 amp breakers for interior and exterior lighting and outlets"
RBLD-24-169,Residential Building Permit,Residential Building Permit,Alteration/Remodel,10/15/2024 20:08,Residential,"1127 SUNFORD ST SE, NORTH CANTON, OH 44720",13800,Ohio State Home Services,Internal and external drains to prevent seepage into the cellar
WNDW-24-88,Window Permit,Residential Window Permit,Replacement (Exact),10/15/2024 20:10,Residential,"600 4TH ST NE, NORTH CANTON, OH 44720",8695,,"replacement of patio sliding door, double hung window, entry door to attached garage, and entry door to detached garage "
WNDW-24-87,Window Permit,Residential Window Permit,Replacement (Exact),10/15/2024 20:12,Residential,"125 WOODSIDE AVE NE, NORTH CANTON, OH 44720",1027.95,,window replacement
ROOF-24-174,Roof Permit,Residential Roof Permit,New/ Re-Roof,10/16/2024 14:52,Residential,"1225 PLEASANT VIEW AVE SE, NORTH CANTON, OH 44720",22275,Royalty Roofs,complete tear off and reroof of partial house
HVAC-24-292,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/16/2024 17:22,Residential,"1132 CLEARMOUNT AVE SE, NORTH CANTON, OH 44720",8800,Custom Comfort Systems,Install Furnace  &  A/C
PLMB-24-211,Plumbing Permit,Residential Plumbing Permit,Water Heater,10/16/2024 19:26,Residential,"537 E MAPLE ST, NORTH CANTON, OH 44720",2000,"Plumbing 911, Inc.","Installed new 40-gallon water heater, along with a shut-off valve for the water heater. "
WNDW-24-89,Window Permit,Residential Window Permit,Replacement (Exact),10/16/2024 19:40,Residential,"1325 WESTVIEW CIR SE, NORTH CANTON, OH 44720",7497,,replace existing windows in the sunroom with the same size energy saving windows
LTRL-24-44,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,10/16/2024 19:45,Residential,"1931 50TH ST SE, CANTON, OH 44709",2500,Paradigm Services LLC,replace sewer lateral
RBLD-24-162,Residential Building Permit,Residential Building Permit,New Accessory Structure,10/16/2024 20:13,Residential,"307 GASLIGHT CIR SE, NORTH CANTON, OH 44720",45000,R L Jenkins & Son Construction llc,"26' x 32' pole garage with 7"" polymer lap siding and trim, asphalt dimentional shingles to match house, 2- 9' x 7' black garage doors with windows to match exsisting garage doors, 1- 3'0"" fiberglass man door on side facing the house 4"" concrete floor with 2 floor drains, interior unfinished "
ROOF-24-176,Roof Permit,Residential Roof Permit,New/ Re-Roof,10/16/2024 20:20,Residential,"737 DEERFIELD DR SW, NORTH CANTON, OH 44720",16056.92,Canton Roofing Company,"Take exisiting roof down to decking - inspect for rot and replace accordingly. Install Drip edge, I&W barrier, underlayment, starter and architectural shingles per local code."
ROOF-24-177,Roof Permit,Residential Roof Permit,New/ Re-Roof,10/17/2024 15:02,Residential,"1712 LANCASTER GATE SE, CANTON, OH 44709",20000,Phoenix Rising Exteriors LLC,Full roof replacement.
HVAC-24-294,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,10/17/2024 15:06,Commercial/Industrial,"183 APPLEGROVE ST NE, Unit B6, NORTH CANTON, OH 44720",5288,Wyles Heating & Air Conditioning,replace furnace and A/C
ELCT-24-150,Electrical Permit,Commercial Electrical Permit,New Construction/Addition,10/17/2024 16:07,Commercial/Industrial,"1515 N MAIN ST, NORTH CANTON, OH 44720",30000,JP ELECTRICAL SERVICES COMPANY,"SITE ELECTRICAL AND SERVICE FOR NEW 7 BREW COFFEE, BUILDING IS PREFAB"
ROOF-24-173,Roof Permit,Residential Roof Permit,Partial Replacement,10/17/2024 17:08,Residential,"1020 WOODROW ST NW, NORTH CANTON, OH 44720",8000,Design Restoration & Reconstruction Inc,Replace roof on sunroom and connecting slope that was struck by a tree.
ELCT-24-154,Electrical Permit,Commercial Electrical Permit,Alteration/Remodel,10/17/2024 17:24,Commercial/Industrial,"1474 N MAIN ST, NORTH CANTON, OH 44720",1200000,Dutton Electric,store alterations
PLMB-24-248,Plumbing Permit,Commercial Plumbing Permit,Alteration/Remodel,10/17/2024 17:26,Commercial/Industrial,"1474 N MAIN ST, NORTH CANTON, OH 44720",980000,"S. A. COMUNALE CO., INC.",Plumbing
HVAC-24-295,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,New Construction/Addition,10/17/2024 17:30,Commercial/Industrial,"1474 N MAIN ST, NORTH CANTON, OH 44720",65000,Kitchen Stainless Hoods,"BUild and install a kitchen exhaust hood system, consisting of a 4ft hood and a 20ft hood."
HVAC-24-234,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Alteration/Remodel,10/17/2024 17:44,Commercial/Industrial,"1474 N MAIN ST, NORTH CANTON, OH 44720",16000,B & B and Sons Inc - Jeffrey Yingling,Redoing duct work
CBLD-24-52,Commercial Building Permit,Commercial Building Permit,Signage,10/18/2024 12:10,Commercial/Industrial,"1515 N MAIN ST, NORTH CANTON, OH 44720",11995,Springfield Sign,clearance bar and clearance signage
CBLD-24-50,Commercial Building Permit,Commercial Building Permit,Signage,10/18/2024 12:10,Commercial/Industrial,"203 APPLEGROVE ST NW, NORTH CANTON, OH 44720",32816.99,"Custom Sign Center, INC.","Installation of one new illuminated pylon sign (1) and three illuminated channel letter wall signs (2A, 2B, and 2C) and connect to existing primary electrical. "
CBLD-24-47,Commercial Building Permit,Commercial Building Permit,Signage,10/18/2024 12:10,Commercial/Industrial,"500 APPLEGROVE ST NW, NORTH CANTON, OH 44720",79684,Archer Corporation,(2) illuminated channel building signs and (1) pylon sign with double sided top cabinet and double sided EMC
DEMO-24-13,Demolition Permit,Demolition Permit,Minor (interior or structure smaller than 200 sq. ft.),10/18/2024 16:10,Commercial/Industrial,"133 TAFT AVE NE, NORTH CANTON, OH 44720",150000,"Construction Resources One, LLC",
ROOF-24-179,Roof Permit,Residential Roof Permit,New/ Re-Roof,10/18/2024 17:17,Residential,"636 PENNY ST SE, NORTH CANTON, OH 44720",12500,Miller roofing & exteriors ltd,Metal roof installation
HVAC-24-293,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/18/2024 19:37,Residential,"716 E MAPLE ST, NORTH CANTON, OH 44720",11388,SITTLER ENTERPRISES,REPLACING FURNACE & A/C
WNDW-24-90,Window Permit,Residential Window Permit,Replacement (Exact),10/18/2024 20:21,Residential,"1322 JANET AVE NW, NORTH CANTON, OH 44720",1094,,Glass block windows in basement
ROOF-24-178,Roof Permit,Residential Roof Permit,New/ Re-Roof,10/19/2024 2:46,Residential,"332 SHERATON DR NW, Unit 332, NORTH CANTON, OH 44720",172845,Legacy Roofing Services,Shingle tear off and reroof 4bldgs
HVAC-24-265,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,10/21/2024 12:39,Commercial/Industrial,"141 WILBUR DR NE, Unit D-22, NORTH CANTON, OH 44720",6500,Zoned Comfort Heating & Cooling,Replace furnace and air conditioner
ELCT-24-155,Electrical Permit,Residential Electrical Permit,"Outlets, Switches, and/or Lights",10/21/2024 13:45,Residential,"143 10TH ST NE, NORTH CANTON, OH 44720",1500,OTTO ELECTRIC,Kitchen and bath remodel
PLMB-24-264,Plumbing Permit,Residential Plumbing Permit,Water Heater,10/21/2024 15:05,Residential,"1494 DEMOCRACY DR NW, NORTH CANTON, OH 44720",1400,Buckeye Plumbing,Replace Electric Water Heater
PLMB-24-265,Plumbing Permit,Residential Plumbing Permit,Other,10/21/2024 17:02,Residential,"1494 DEMOCRACY DR NW, NORTH CANTON, OH 44720",500,Buckeye Plumbing,Replace Main Water Line shut off inside of home.
HVAC-24-296,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/21/2024 17:23,Residential,"1466 S MAIN ST, NORTH CANTON, OH 44720",5000,"Lakes Heating and Air Conditioning, Inc",
PLMB-24-266,Plumbing Permit,Residential Plumbing Permit,Water Heater,10/21/2024 18:15,Residential,"1921 CHESWOLD CIR NE, NORTH CANTON, OH 44720",3500,Buckeye Plumbing,"Install 50 Powervent, ST-5 Expansion Tank, CO Detector, Bring venting up to code"
HVAC-24-298,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/21/2024 18:41,Residential,"1921 CHESWOLD CIR NE, NORTH CANTON, OH 44720",6100,"My HVAC Guy, LLC",
ELCT-24-103,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,10/21/2024 20:00,Residential,"1235 7TH ST NE, NORTH CANTON, OH 44720",500,OTTO ELECTRIC,Re-wire bathroom
HVAC-24-297,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,10/22/2024 15:32,Commercial/Industrial,"340 MISSISSIPPI ST SE, NORTH CANTON, OH 44720",15000,"R T Hampton Plumbing & Heating, Inc",
ELCT-24-159,Electrical Permit,Commercial Electrical Permit,"Outlets, Switches, and/or Lights",10/22/2024 15:55,Commercial/Industrial,"1178 S MAIN ST, NORTH CANTON, OH 44720",5000,ALL OHIO ELECTRIC,new light fixtures and exit lights
HVAC-24-300,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/22/2024 18:45,Residential,"270 ORCHARD HILL DR SW, NORTH CANTON, OH 44720",5867.17,Heartland Home Services,
WNDW-24-91,Window Permit,Residential Window Permit,Replacement (Exact),10/22/2024 19:57,Residential,"119 ROYER AVE NW, NORTH CANTON, OH 44720",2300,,7 glass block windows
RBLD-24-170,Residential Building Permit,Residential Building Permit,Alteration/Remodel,10/22/2024 20:49,Residential,"861 EASTHILL ST SE, NORTH CANTON, OH 44720",4700,Gunton Corporation - Pella Window & Door Co.,Replacing two breezeway windows with Pella.
WTAP-24-43,New Water Service / Tap-In,Water Connection Permit (Residential),Single-Family Residential,10/23/2024 13:14,,"1336 SHILOH RUN SE, CANTON, OH 44709",,,
HVAC-24-299,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/23/2024 17:57,Residential,"1035 VALLEYVIEW DR NW, NORTH CANTON, OH 44720",9000,SITTLER ENTERPRISES,
HVAC-24-301,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/23/2024 18:42,Residential,"306 WISE AVE NE, NORTH CANTON, OH 44720",4650,Shanklin Heating and Air Conditioning LLC,
HVAC-24-303,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/23/2024 18:59,Residential,"157 EVERHARD RD SW, NORTH CANTON, OH 44709",5921,SITTLER ENTERPRISES,
HVAC-24-304,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/23/2024 19:10,Residential,"1527 CAMBRIDGE AVE SW, NORTH CANTON, OH 44709",12318,SITTLER ENTERPRISES,
HVAC-24-302,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/23/2024 19:27,Residential,"134 DONNER AVE NW, NORTH CANTON, OH 44720",10960.29,Bonsky Heating and Cooling ,
PLMB-24-251,Plumbing Permit,Commercial Plumbing Permit,Alteration/Remodel,10/23/2024 19:50,Commercial/Industrial,"525 7TH ST NE, NORTH CANTON, OH 44720",300000,Standard Plumbing and Heating,Hoover High School Weld Lab Plumbing 
HVAC-24-305,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/24/2024 11:24,Residential,"1984 WYNSTONE CIR NE, NORTH CANTON, OH 44720",5473,SITTLER ENTERPRISES,
WTAP-24-40,New Water Service / Tap-In,Water Connection Permit (Residential),Single-Family Residential,10/24/2024 13:45,,"2023 Schneider St. NW, North Canton, OH 44720",,,
PLMB-24-267,Plumbing Permit,Commercial Plumbing Permit,Backflow Device,10/25/2024 13:01,Commercial/Industrial,"4105 Holiday St NW, Canton, oh 44718",2000,Bailey's Quality Plumbing and Backflow LLC,"we are replacing the backflow at 4105 Holiday St. Nw Canton, Ohio 44718"
ROOF-24-180,Roof Permit,Residential Roof Permit,New/ Re-Roof,10/25/2024 13:43,Residential,"338 ROSE LANE ST SW, NORTH CANTON, OH 44720",10800,Pro Window& Home Renovation ,"tear off and re roof, shingle over vent"
PLMB-24-268,Plumbing Permit,Residential Plumbing Permit,Other,10/25/2024 15:54,Residential,"1201 WOODROW ST NW, NORTH CANTON, OH 44720",400,Accurate Plumbing & Backflow,Replacing gas line valve.
HVAC-24-306,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/25/2024 18:50,Residential,"1291 LIPTON AVE SW, NORTH CANTON, OH 44720",8400,Shanklin Heating and Air Conditioning LLC,
RBLD-24-172,Residential Building Permit,Residential Building Permit,Alteration/Remodel,10/28/2024 12:38,Residential,"147 WALSH AVE SE, NORTH CANTON, OH 44720",19540,"Ambia Energy, LLC",5.95 KW (DC) residential solar panel system to be installed on roof.
HVAC-24-283,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,New Construction/Addition,10/28/2024 12:42,Residential,"1112 Overridge St SE, North Canton, Oh 44720",16690,Crescenze Cooling & Heating,Installation of a 60kbtu  furnace and a 3ton 13 seer AC plus duckwork
HVAC-24-282,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,New Construction/Addition,10/28/2024 12:44,Residential,"914 Schneider St, North Canton, Oh 44720",17807,Crescenze Cooling & Heating,Installing 60kbtu 93% furnace and a 3ton 13seer AC plus ductwork
ELCT-24-158,Electrical Permit,Residential Electrical Permit,New Service/Change,10/28/2024 13:08,Residential,"1245 Monterrey Blvd, North Canton, OH 44720",1000,"O.D. Miller Electric Co., Inc.",1245 Monterey Blvd NW - Inspect service so it can be turned on
RBLD-24-173,Residential Building Permit,Residential Building Permit,New Construction/Home,10/28/2024 13:14,Residential,"1336 SHILOH RUN SE, CANTON, OH 44709",1304878,Yoder Group Inc.,New Single Family Home
LTRL-24-66,Water or Sewer Lateral Permit,Residential Plumbing Permit,Water Lateral Repair/Replace,10/28/2024 16:10,Residential,"1031 DOGWOOD AVE NE, NORTH CANTON, OH 44720",4500,A Rooter Man ,"Will need to excavate waterline and replace with type k copper, approximately 40-50 ft run,"
ELCT-24-160,Electrical Permit,Residential Electrical Permit,Other,10/28/2024 18:17,Residential,"147 WALSH AVE SE, NORTH CANTON, OH 44720",19540,"Ambia Energy, LLC",5.95 KW (DC) residential solar panel system to be installed on rooftop.
ELCT-24-128,Electrical Permit,Residential Electrical Permit,Alteration/Remodel,10/28/2024 18:54,Residential,"1011 LYNBROOK ST SE, NORTH CANTON, OH 44720",21856.25,"Ambia Energy, LLC",6.375 kW residential solar system to be installed on roof
PLMB-24-269,Plumbing Permit,Residential Plumbing Permit,Water Heater,10/28/2024 19:10,Residential,"171 APPLEGROVE ST NE, Unit B3, NORTH CANTON, OH 44720",2120.58,"JEM Plumbing, INC",Hot water tank replacement
ROOF-24-183,Roof Permit,Residential Roof Permit,New/ Re-Roof,10/28/2024 19:32,Residential,"1548 MABRY MILL DR SW, NORTH CANTON, OH 44709",10900,ALT & ALT,"Tear off shingles, inspect decking, install proper underlayment, install new shingles, hall away all debris."
HVAC-24-307,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Roof Top Unit/Comm,10/28/2024 19:45,Commercial/Industrial,"715 WHITTIER AVE NW, NORTH CANTON, OH 44720",64400,"S. A. COMUNALE CO., INC.",Install 3 New Rooftop Units and ductwork
ROOF-24-181,Roof Permit,Commercial Roof Permit,New/ Re-Roof,10/28/2024 20:17,Commercial/Industrial,"405 SHERATON DR NW, Unit 405, NORTH CANTON, OH 44720",172845,Legacy Roofing Services,Shingle tear off and reroof
ROOF-24-182,Roof Permit,Commercial Roof Permit,New/ Re-Roof,10/28/2024 20:18,Commercial/Industrial,"428 SHERATON DR NW, NORTH CANTON, OH 44720",172845,Legacy Roofing Services,Shingle tear off and reroof Bldg 3 units 430-458
RBLD-24-174,Residential Building Permit,Residential Building Permit,Other,10/29/2024 12:17,Residential,"840 HOWER ST NE, NORTH CANTON, OH 44720",7200,"Metheney Landscape.Drainage,Construction","I would like to install an underfloor drainage system to 3 walls of residence(east west and south) as follows:Excavate floor 17"" in width and 12"" in depth,Lay in 2"" #57 washed gravel as under pipe.Install 3"" perforated 3"" piping in ditch.Drill 5/8 holes (2 per block) below floor grade to drain walls to ditch.Pipe/plumb piping to discharge into sump crock south west corner basement.Fill ditch to under floor depth with # 57 washed gravel.Lay in marlax type dimpled mat over gravel and 3"" up wall.Replace concrete in floor and trowel smooth to existing floor."
LTRL-24-67,Water or Sewer Lateral Permit,Residential Plumbing Permit,Sewer Lateral Repair/Replace,10/29/2024 13:07,Residential,"307 WISE AVE NE, NORTH CANTON, OH 44720",9000,Canton Stark County Sewer Cleaning,Sewer spot repair in front yard for home owner 
PLMB-24-270,Plumbing Permit,Residential Plumbing Permit,Water Heater,10/29/2024 15:48,Residential,"1305 N MAIN ST, Unit 109, NORTH CANTON, OH 44720",3505,"JEM Plumbing, INC",Replace 40 gallon hot water tank with Navien tankless.
HVAC-24-308,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/29/2024 19:17,Residential,"1222 W MAPLE ST, NORTH CANTON, OH 44720",7048,Forquer Heating & A/C,
HVAC-24-309,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/30/2024 14:19,Residential,"1989 WENDOVER CIR NE, NORTH CANTON, OH 44720",17000,"Crown Heating & Cooling, Inc",
ELCT-24-161,Electrical Permit,Residential Electrical Permit,New Construction/Addition,10/30/2024 14:36,Residential,"1867 CHESWOLD CIR NE, NORTH CANTON, OH 44720",50000,,Garage addition
ROOF-24-185,Roof Permit,Residential Roof Permit,New/ Re-Roof,10/30/2024 15:38,Residential,"930 EASTHILL ST SE, NORTH CANTON, OH 44720",10000,Oscar Contracting LLC,"Remove old shingles, repair damage wood, ice guard, underliment, drip edge,, shingles, ridge caps, ridge vent, clean up"
ROOF-24-186,Roof Permit,Residential Roof Permit,New/ Re-Roof,10/30/2024 17:56,Residential,"151 WISE AVE SE, NORTH CANTON, OH 44720",6000,Leading Edge Restorations,tear off and re roof
HVAC-24-311,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/30/2024 18:19,Residential,"1571 WILBUR DR NE, NORTH CANTON, OH 44720",11779,SITTLER ENTERPRISES,
HVAC-24-310,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/30/2024 18:22,Residential,"1977 KINGSCOTE CIR NE, NORTH CANTON, OH 44720",12866,SITTLER ENTERPRISES,
RBLD-24-35,Residential Building Permit,Residential Building Permit,New Construction/Home,10/30/2024 19:03,Residential,"223 ROSE LANE ST SE, NORTH CANTON, OH 44720",125000,GBJ Homes LLC,Owner-Single Family Residence 
HVAC-24-313,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,10/31/2024 12:21,Residential,"1493 RED COACH ST SE, NORTH CANTON, OH 44720",6795,GMC Heating & Cooling Inc.,
RBLD-24-164,Residential Building Permit,Residential Building Permit,Addition,10/31/2024 19:55,Residential,"1554 PEACHTREE AVE SW, NORTH CANTON, OH 44709",75000,,"In-Law suite addition 24'x18' or 432 SF.  Block foundation with crawl space, cement board siding, roof to match existing.  Bedroom, sitting room, closet and bathroom."
CBLD-24-43,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,10/31/2024 20:56,Commercial/Industrial,"133 TAFT AVE NE, NORTH CANTON, OH 44720",150000,"Construction Resources One, LLC","Addition of two sloped loading docks on north side of building, located within an existing alley."
HVAC-24-312,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Alteration/Remodel,11/1/2024 14:24,Commercial/Industrial,"500 APPLEGROVE ST NW, NORTH CANTON, OH 44720",55110,Total Comfort Heating & Air Conditioning,
ROOF-24-187,Roof Permit,Residential Roof Permit,New/ Re-Roof,11/1/2024 16:09,Residential,"403 HEATHERWOOD ST SW, NORTH CANTON, OH 44720",10000,White Glove Exteriors Inc,"Shingle tear Off. 6Ft horizontal Ice and Water shield ( 36"" in valleys). Syntheic Underlayment.Whole house ridge Ventilation sysytem. All needed flashing. New Soil stack collars."
HVAC-24-314,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Furnace/Air Conditioner,11/1/2024 19:13,Commercial/Industrial,"116 7TH ST NW, NORTH CANTON, OH 44720",4890,Elsass Heating and Cooling Inc,
HVAC-24-315,HVAC/Mechanical Permit,Residential HVAC/Mechanical Permit,Furnace/Air Conditioner,11/4/2024 16:18,Residential,"461 FAIR OAKS AVE NW, NORTH CANTON, OH 44720",6017.58,Heartland Home Services,
PLMB-24-273,Plumbing Permit,Residential Plumbing Permit,Water Heater,11/4/2024 17:02,Residential,"183 APPLEGROVE ST NE, Unit B2, NORTH CANTON, OH 44720",1890.14,"JEM Plumbing, INC",Hot water tank replacement
ROOF-24-188,Roof Permit,Residential Roof Permit,New/ Re-Roof,11/4/2024 17:30,Residential,"334 WINESAP AVE SW, NORTH CANTON, OH 44709",7700,TROYER'S ROOFING ,"Tear-off old shingles & replace with new shingles, Owens Corning Duration "
PLMB-24-271,Plumbing Permit,Residential Plumbing Permit,Alteration/Remodel,11/5/2024 12:15,Residential,"530 HARMON ST SW, NORTH CANTON, OH 44720",8000,H. Jack's Plumbing & Heating Co.,"Replace existing Kitchen drainline with new 3"" PVC and Replace partial stack with proper connections to Bathroom Group."
HVAC-24-316,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Other,11/5/2024 13:27,Commercial/Industrial,"1113 N MAIN ST, Unit 055, NORTH CANTON, OH 44720",1100,Forquer Heating & A/C,
ROOF-24-189,Roof Permit,Residential Roof Permit,New/ Re-Roof,11/5/2024 14:50,Residential,"358 WEBER AVE NE, NORTH CANTON, OH 44720",10000,Country Roofing LLC,Re-roof
ROOF-24-190,Roof Permit,Residential Roof Permit,New/ Re-Roof,11/5/2024 15:57,Residential,"1521 RADFORD ST NE, NORTH CANTON, OH 44720",14800,Miller roofing & exteriors ltd,Tear off old roof. Install new Asphalt roof
ELCT-24-164,Electrical Permit,Residential Electrical Permit,New Service/Change,11/5/2024 19:04,Residential,"1287 Los Angeles BLVD NW, North Canton, OH 44720",3725,"O.D. Miller Electric Co., Inc.",FOR ADDRESS 1287 Los Angeles BlvdSupply & install (1) 200 amp service
PLMB-24-275,Plumbing Permit,Residential Plumbing Permit,Water Heater,11/5/2024 19:18,Residential,"319 10TH ST NE, NORTH CANTON, OH 44720",2900,Heartland Home Services,Replacing water heater
PLMB-24-274,Plumbing Permit,Residential Plumbing Permit,Water Heater,11/5/2024 19:21,Residential,"930 VALLEY DR NW, NORTH CANTON, OH 44720",800,,Emergency replacement water heater
ELCT-24-163,Electrical Permit,Residential Electrical Permit,New Service/Change,11/5/2024 21:18,Residential,"1291 LOS ANGELES BLVD, NORTH CANTON, OH 44720",3725,"O.D. Miller Electric Co., Inc.",Supply & install (1) 200 amp service
ELCT-24-162,Electrical Permit,Residential Electrical Permit,New Service/Change,11/5/2024 21:22,Residential,"1284 MONTEREY BLVD NW, NORTH CANTON, OH 44720",4850,"O.D. Miller Electric Co., Inc.",Supply & install (1) new 200 amp service
HVAC-24-268,HVAC/Mechanical Permit,Commercial HVAC/Mechanical Permit,Alteration/Remodel,11/5/2024 22:15,Commercial/Industrial,"525 7TH ST NE, NORTH CANTON, OH 44720",730000,Best Commercial Energy Services,Furnishing & installing HVAC equipment & ductwork
ELCT-24-147,Electrical Permit,Commercial Electrical Permit,Fire/Security Alarm System,11/5/2024 22:19,Commercial/Industrial,"1745 BEECHWOOD AVE NE, NORTH CANTON, OH 44720",2900,"Koorsen Fire & Security, Inc.",This project is for replacing the main fire alarm panel ONLY. All field devices and wiring to be reused. Inspector John Fox told me to file as emergency replacement and I could supply a scope of work letter and cutsheets for the new fire alarm panel. 
WTAP-24-42,New Water Service / Tap-In,Water Connection Permit (Non-Residential),Commercial,11/5/2024 22:46,,"1535 N Main St, North Canton, OH 44720",,,
ROOF-24-184,Roof Permit,Commercial Roof Permit,New/ Re-Roof,11/5/2024 22:55,Commercial/Industrial,"408 SHERATON DR NW, NORTH CANTON, OH 44720",172845,Legacy Roofing Services,Shingle tear off and reroof bldg 2 units 410-426
WNDW-24-93,Window Permit,Commercial Window Permit,Replacement (Exact),11/5/2024 22:58,Commercial/Industrial,"349 LINDY LANE AVE NW, NORTH CANTON, OH 44720",67193,,Replacement windows into existing openings
CBLD-24-62,Commercial Building Permit,Commercial Building Permit,Alteration/Remodel,11/5/2024 23:23,Commercial/Industrial,"334 ORCHARD AVE NE, NORTH CANTON, OH 44720",300000,Scheetz Building Corp,"Entry, Lunchroom Expansion and Training Area Alteration"
ELCT-24-144,Electrical Permit,Commercial Electrical Permit,Fire/Security Alarm System,11/5/2024 23:31,Commercial/Industrial,"203 APPLEGROVE ST NW, NORTH CANTON, OH 44720",11400,Silco Fire & Security,Fire Alarm Installation
ELCT-24-156,Electrical Permit,Commercial Electrical Permit,Fire/Security Alarm System,11/6/2024 0:50,Commercial/Industrial,"525 7TH ST NE, Unit Rear, NORTH CANTON, OH 44720",12345,First Choice Electrical Solutions,Installation of fire alarm
